PID,INNING_KEY,BATTER_IN_INNING_KEY,PITCH_NUMBER,OUT_KEY,BALLS,STRIKES,IS_RUNNER_ON_1B,IS_RUNNER_ON_2B,IS_RUNNER_ON_3B,PITCHER_KEY,THROW_SIDE_KEY,PITCH_TYPE_TRACKED_KEY,EVENT_RESULT_KEY,PITCH_RESULT_KEY,INDUCED_VERTICAL_BREAK,HORIZONTAL_BREAK,SPIN_RATE_ABSOLUTE,RELEASE_SPEED,RELEASE_SIDE,RELEASE_HEIGHT,RELEASE_EXTENSION,HORIZONTAL_APPROACH_ANGLE,VERTICAL_APPROACH_ANGLE,PLATE_X,PLATE_Z
670,5,3,5,2,2,2,0,0,0,571656,R,CH,,FoulBall,-5.054120064,-17.15550041,1569.130005,88.47889709,-1.358479977,5.817170143,6.039999962,-1.52936995,-8.170909882,-1.267549992,1.783630013
25,5,3,6,2,2,2,0,0,0,571656,R,FB,,BallCalled,11.35439968,-12.32299995,2089.129883,94.20510101,-1.077970028,5.933949947,6.050000191,-1.078349948,-4.314390182,-0.995037019,3.688390017
491,5,3,7,2,3,2,0,0,0,571656,R,CH,single,InPlay,-6.970499992,-15.18039989,1764.130005,88.03900146,-1.402279973,5.796559811,6.179999828,-0.590384007,-7.352369785,-0.612730026,2.744400024
205,5,4,1,2,0,0,1,0,0,571656,R,FB,,BallCalled,17.00889969,-13.74909973,2298.129883,94.16249847,-1.204130054,5.885230064,6.130000114,-0.544420004,-3.070349932,-0.495873988,4.322619915
686,5,4,2,2,1,0,1,0,0,571656,R,FB,,FoulBall,15.94460011,-13.42479992,2299.129883,94.11910248,-1.308820009,5.890200138,6.159999847,-0.556205988,-4.711730003,-0.641592026,2.885979891
536,5,4,3,2,1,1,1,0,0,571656,R,CH,,StrikeSwinging,-3.752429962,-16.89410019,1872.130005,88.26940155,-1.334779978,5.759980202,6.159999847,0.091429703,-8.42343998,0.231308997,1.376899958
620,5,4,4,2,1,2,1,0,0,571656,R,CH,stolen_base_2b,BallCalled,-2.162050009,-17.62210083,1694.130005,89.07749939,-1.482959986,5.73886013,6.239999771,-1.272950053,-7.659249783,-1.113289952,1.870090008
555,5,4,5,2,2,2,0,1,0,571656,R,SW,field_out,InPlay,4.212910175,10.6111002,2722.129883,82.77140045,-1.392140031,5.71739006,6.150000095,3.259130001,-7.12898016,0.692287028,2.263930082
12,6,1,1,0,0,0,0,0,0,571656,R,SW,,StrikeCalled,3.425820112,8.634340286,2575.129883,81.34880066,-1.516559958,5.754069805,6.050000191,3.093539953,-7.155499935,0.594996989,2.446729898
27,6,1,2,0,0,1,0,0,0,571656,R,CH,,BallCalled,-3.134749889,-16.53039932,1533.130005,87.23049927,-1.554020047,5.763020039,5.96999979,-0.560639977,-8.74421978,-0.63054198,1.050760031
13,6,1,3,0,1,1,0,0,0,571656,R,FB,,BallCalled,12.29590034,-13.60400009,2090.129883,92.59690094,-1.332720041,5.878940105,5.949999809,-0.871851027,-4.808959961,-0.955160975,3.143820047
434,6,1,4,0,2,1,0,0,0,571656,R,CH,,BallCalled,-0.693009973,-18.0753994,1506.130005,87.04640198,-1.408450007,5.751060009,6.079999924,0.105269998,-8.227950096,0.268420994,1.332229972
47,6,1,5,0,3,1,0,0,0,571656,R,FB,,FoulBall,12.96720028,-13.04249954,2149.129883,92.90850067,-1.297639966,5.877160072,6.099999905,0.087377198,-5.714019775,-0.074046902,2.241189957
311,6,1,6,0,3,2,0,0,0,571656,R,FB,strikeout,StrikeCalled,12.05350018,-14.24839973,2156.129883,93.26799774,-1.148190022,5.871620178,6.099999905,0.677344024,-5.440199852,0.730341017,2.565720081
436,6,2,1,1,0,0,0,0,0,571656,R,SW,,StrikeCalled,2.158519983,11.01739979,2743.129883,82.7315979,-1.472069979,5.707540035,6.139999866,2.072149992,-7.126319885,-0.524564028,2.470180035
14,6,2,2,1,0,1,0,0,0,571656,R,SW,,FoulBall,2.691720009,10.23929977,2780.129883,82.99639893,-1.477309942,5.762129784,6.050000191,2.932410002,-7.748020172,0.338075012,1.884430051
312,6,2,3,1,0,2,0,0,0,571656,R,SW,field_out,InPlay,2.711080074,9.050350189,2767.129883,83.60829926,-1.339380026,5.757480145,6.070000172,2.779160023,-7.384799957,0.437043011,2.17414999
672,6,3,1,2,0,0,0,0,0,571656,R,CH,,StrikeSwinging,-2.101249933,-19.19869995,1618.130005,87.58360291,-1.32001996,5.746059895,6.139999866,-0.711018026,-8.468549728,-0.298182011,1.19769001
162,6,3,2,2,0,1,0,0,0,571656,R,CH,,BallCalled,-5.497079849,-13.84119987,1776.130005,88.35549927,-1.401430011,5.727069855,6.110000134,-0.83396399,-7.75274992,-0.964004993,2.079930067
493,6,3,3,2,1,1,0,0,0,571656,R,FB,,BallCalled,14.66209984,-12.87590027,2209.129883,92.82180023,-1.060680032,5.92140007,6.170000076,-0.808359027,-3.639359951,-0.680526972,4.072130203
163,6,3,4,2,2,1,0,0,0,571656,R,SW,field_out,InPlay,3.159280062,10.73530006,2810.129883,83.22869873,-1.39628005,5.682960033,6.150000095,2.920670033,-7.768149853,0.365967005,1.661839962
207,7,1,1,0,0,0,0,0,0,664139,R,SW,,StrikeCalled,0.304630011,20.26889992,2541.129883,83.49829865,-1.280580044,5.709609985,6.949999809,3.158489943,-7.610660076,-0.177295998,2.077130079
117,7,1,2,0,0,1,0,0,0,664139,R,CF,,BallCalled,11.50389957,1.89210999,2367.129883,92.62789917,-1.113260031,5.696559906,7.179999828,2.064189911,-6.583620071,0.595542014,1.372779965
538,7,1,3,0,1,1,0,0,0,664139,R,CH,,BallCalled,12.04170036,-16.45560074,2057.129883,88.43609619,-1.190569997,5.578619957,7.21999979,0.769967973,-7.256499767,0.953770995,0.899326026
313,7,1,4,0,2,1,0,0,0,664139,R,CF,,StrikeCalled,13.32040024,-0.646103024,2376.129883,92.14230347,-1.529279947,5.644740105,7.099999905,1.965899944,-6.200799942,0.314698994,1.55005002
495,7,1,5,0,2,2,0,0,0,664139,R,FB,,FoulBall,18.50869942,-7.007130146,2384.129883,96.19360352,-1.131119967,5.810919762,7.059999943,0.113880001,-4.429269791,-0.412568003,2.687550068
48,7,1,6,0,2,2,0,0,0,664139,R,FB,field_out,InPlay,16.60149956,-5.872210026,2214.129883,96.28839874,-1.039019942,5.800759792,7.079999924,0.203419998,-5.036930084,-0.338997006,2.280369997
622,7,2,1,1,0,0,0,0,0,664139,R,FB,,StrikeCalled,16.90189934,-4.904079914,2185.129883,96.21679688,-1.191669941,5.816209793,7.090000153,0.707544982,-4.821889877,-0.117099002,2.484980106
208,7,2,2,1,0,1,0,0,0,664139,R,CH,,BallCalled,6.407189846,-15.05599976,1971.130005,88.46679688,-1.208269954,5.562329769,7.139999866,-0.249688998,-7.164790154,-0.114299998,1.455760002
49,7,2,3,1,1,1,0,0,0,664139,R,CH,,FoulBall,5.780419827,-17.7758007,2077.129883,86.50489807,-1.419280052,5.581910133,6.949999809,-1.033849955,-7.051970005,-0.801478028,1.773609996
50,7,2,4,1,1,2,0,0,0,664139,R,FB,strikeout,StrikeSwinging,16.97130013,-4.014929771,2310.129883,96.38659668,-1.062590003,5.875669956,7.010000229,0.744525015,-3.576649904,-0.032706801,3.658459902
164,7,3,1,2,0,0,0,0,0,664139,R,SW,,BallCalled,1.34513998,18.1875,2562.129883,83.64060211,-1.182340026,5.698880196,6.980000019,4.502140045,-7.201320171,1.323429942,2.359450102
51,7,3,2,2,1,0,0,0,0,664139,R,CF,,FoulBall,9.066289902,3.895970106,2311.129883,92.54090118,-1.283720016,5.746469975,7.110000134,2.602190018,-5.651619911,0.741164029,2.488359928
15,7,3,3,2,1,1,0,0,0,664139,R,FB,,StrikeSwinging,18.1053009,-0.211761996,2272.129883,96.28359985,-0.962763011,5.966239929,6.909999847,0.771519005,-3.483259916,-0.240604997,3.761399984
439,7,3,4,2,1,2,0,0,0,664139,R,SW,,FoulBall,2.113729954,13.19950008,2478.129883,84.2634964,-1.331689954,5.695310116,6.920000076,2.750950098,-5.825940132,0.019227,3.491250038
16,7,3,5,2,1,2,0,0,0,664139,R,SW,strikeout,StrikeSwinging,2.53215003,11.91819954,2489.129883,84.83270264,-1.334190011,5.694920063,7.119999886,4.337609768,-8.449410439,1.561869979,1.006489992
314,8,1,1,0,0,0,0,0,0,608371,R,SW,,StrikeCalled,5.346930027,20.33329964,3076.129883,82.50250244,-2.157520056,5.662099838,5.289999962,4.369619846,-6.575640202,0.164819002,2.696850061
30,8,1,2,0,0,1,0,0,0,608371,R,FB,,BallCalled,19.5904007,-6.139810085,2626.129883,94.19650269,-1.948150039,5.741950035,5.730000019,0.359447986,-2.959450006,-1.074280024,4.044539928
31,8,1,3,0,1,1,0,0,0,608371,R,SW,,BallCalled,2.548700094,20.53510094,3049.129883,81.93990326,-1.914299965,5.689199924,5.46999979,5.043739796,-8.611289978,1.00801003,1.096639991
121,8,1,4,0,2,1,0,0,0,608371,R,SW,field_out,InPlay,3.444350004,23.1807003,3063.129883,82.13700104,-1.93572998,5.651030064,5.400000095,4.963300228,-7.254000187,0.683596015,2.257450104
317,8,2,1,1,0,0,0,0,0,608371,R,FB,,StrikeSwinging,19.82530022,-7.108320236,2670.129883,94.45870209,-1.776640058,5.678549767,5.75,1.113989949,-3.220469952,-0.114202999,3.700370073
209,8,2,2,1,0,1,0,0,0,608371,R,SW,,StrikeSwinging,1.07675004,22.97100067,3010.129883,83.21240234,-1.911509991,5.597599983,5.550000191,5.759319782,-7.815879822,1.453979969,1.814659953
210,8,2,3,1,0,2,0,0,0,608371,R,SW,,BallCalled,6.154489994,18.99440002,3125.129883,84.39710236,-1.738520026,5.700369835,5.570000172,5.596429825,-7.441730022,1.831709981,1.689210057
318,8,2,4,1,1,2,0,0,0,608371,R,SW,,BallCalled,6.653240204,20.98189926,3178.129883,84.54789734,-1.791749954,5.551020145,5.599999905,5.838779926,-6.80340004,1.825530052,2.100610018
319,8,2,5,1,2,2,0,0,0,608371,R,FB,strikeout,StrikeCalled,19.65800095,-8.789730072,2584.129883,94.92320251,-1.706699967,5.688049793,5.590000153,0.59245199,-4.496610165,-0.381024003,2.50289011
540,8,3,1,2,0,0,0,0,0,608371,R,CB,field_out,InPlay,-16.80200005,14.02490044,3055.129883,77.47070313,-1.898769975,5.721519947,5.340000153,2.804500103,-9.651749611,-0.504934013,2.301199913
17,9,1,1,0,0,0,0,0,0,664747,R,FB,,StrikeCalled,16.01510048,-9.958780289,2562.129883,95.63210297,-2.1521101,4.678309917,7.710000038,0.891303003,-3.297509909,-0.475436002,2.829979897
558,9,1,2,0,0,1,0,0,0,664747,R,FB,,BallCalled,16.75079918,-10.07110023,2683.129883,96.21350098,-2.145210028,4.712890148,7.570000172,-0.217456996,-2.433049917,-1.455929995,3.548300028
18,9,1,3,0,1,1,0,0,0,664747,R,SL,,StrikeCalled,2.141580105,6.409930229,2680.129883,84.95420074,-2.333830118,4.832419872,7.690000057,3.456549883,-5.992809772,0.208893001,2.401309967
122,9,1,4,0,1,2,0,0,0,664747,R,FB,strikeout,StrikeSwinging,16.74699974,-8.83038044,2688.129883,95.84210205,-2.215559959,4.633269787,7.559999943,0.836606026,-3.17614007,-0.685657024,2.821559906
442,9,2,1,1,0,0,0,0,0,664747,R,FB,,StrikeSwinging,16.70820045,-8.799510002,2652.129883,96.53220367,-2.092570066,4.701849937,7.730000019,2.932519913,-3.079519987,1.317059994,2.945610046
33,9,2,2,1,0,1,0,0,0,664747,R,SL,,StrikeSwinging,-0.501909971,6.428090096,2778.129883,88.25869751,-2.058710098,4.732800007,7.699999809,3.880320072,-7.281879902,0.858918011,1.191709995
542,9,2,3,1,0,2,0,0,0,664747,R,SL,field_out,InPlay,2.481930017,3.376029968,2754.129883,88.1242981,-2.273339987,4.819880009,7.519999981,3.374209881,-5.098450184,0.471181005,2.949069977
52,9,3,1,2,0,0,0,0,0,664747,R,SL,,BallCalled,1.954779983,2.924319983,2581.129883,85.8973999,-2.313430071,4.693419933,7.769999981,4.856080055,-6.097829819,1.789010048,2.136300087
53,9,3,2,2,1,0,0,0,0,664747,R,FB,,BallCalled,15.27929974,-9.799360275,2671.129883,94.96089935,-2.202110052,4.648849964,7.679999828,0.0147846,-4.970910072,-1.327509999,1.381970048
212,9,3,3,2,2,0,0,0,0,664747,R,FB,,FoulBall,14.97309971,-10.17749977,2577.129883,93.79669952,-2.180030107,4.658259869,7.809999943,1.026029944,-3.463419914,-0.365379989,2.845590115
320,9,3,4,2,2,1,0,0,0,664747,R,SL,,BallCalled,1.987400055,4.891260147,2554.129883,87.32099915,-2.168960094,4.819340229,7.710000038,2.681440115,-6.90625,-0.188274994,1.35721004
213,9,3,5,2,3,1,0,0,0,664747,R,FB,field_out,InPlay,13.98279953,-10.80840015,2544.129883,94.75689697,-2.134049892,4.695189953,7.800000191,1.164330006,-3.631860018,-0.144489005,2.735620022
1483,1,1,1,0,0,0,0,0,0,596133,R,FB,field_out,InPlay,17.19689941,-11.18739986,2302.409912,95.06819916,-1.350450039,5.966350079,5.699999809,0.449140996,-4.36743021,0.051717401,3.116820097
921,1,2,1,1,0,0,0,0,0,596133,R,FB,,BallCalled,17.52540016,-10.24250031,2308.409912,92.97699738,-1.514039993,5.939129829,5.639999866,-0.199863002,-4.113269806,-0.79955399,3.436019897
987,1,2,2,1,1,0,0,0,0,596133,R,FB,,StrikeCalled,17.22699928,-12.9701004,2310.409912,94.62039948,-1.42682004,5.851280212,5.75,0.248180002,-5.952770233,-0.054538701,1.537549973
1632,1,2,3,1,1,1,0,0,0,596133,R,SI,,BallCalled,15.97239971,-13.83080006,2191.409912,94.0970993,-1.334679961,5.962729931,5.650000095,0.719835997,-3.857660055,0.554229975,3.766930103
143,1,2,4,1,2,1,0,0,0,596133,R,CH,,StrikeCalled,8.963279724,-17.31430054,1505.410034,85.60720062,-1.500020027,5.87650013,5.690000057,-0.677210987,-7.136069775,-0.613595009,1.769240022
144,1,2,5,1,2,2,0,0,0,596133,R,CH,strikeout,StrikeSwinging,3.379300117,-21.51460075,1778.410034,88.15750122,-1.454530001,5.845089912,5.760000229,-1.774289966,-8.055569649,-1.214810014,1.202370048
729,1,3,1,2,0,0,0,0,0,596133,R,CB,,BallCalled,-5.468120098,1.916859984,2199.409912,83.63349915,-1.477980018,5.933479786,5.480000019,0.755967021,-8.278809547,-0.938776016,2.155930042
2333,1,3,2,2,1,0,0,0,0,596133,R,CH,,BallCalled,10.55490017,-15.16699982,1671.410034,87.02719879,-1.410640001,5.861269951,5.690000057,-0.84959501,-6.359809875,-0.874707997,2.230220079
405,1,3,3,2,2,0,0,0,0,596133,R,CH,home_run,InPlay,10.92669964,-11.90229988,1556.410034,86.70610046,-1.494719982,5.782110214,5.829999924,0.518597007,-6.022689819,0.030915599,2.458610058
1484,1,4,1,2,0,0,0,0,0,596133,R,CF,,BallCalled,5.481719971,3.146660089,2277.409912,88.52069855,-1.374230027,5.844349861,5.760000229,2.673079967,-7.209310055,0.842347026,1.714820027
395,1,4,2,2,1,0,0,0,0,596133,R,CH,,FoulBall,10.5948,-13.97700024,1714.410034,87.25319672,-1.44133997,5.801420212,5.78000021,0.216176003,-6.005109787,-0.0154586,2.482559919
1388,1,4,3,2,1,1,0,0,0,596133,R,FB,,StrikeSwinging,18.96769905,-2.53557992,2416.409912,94.65740204,-1.298490047,5.900629997,5.739999771,1.849329948,-4.177700043,0.649749994,3.095870018
1633,1,4,4,2,1,2,0,0,0,596133,R,FB,strikeout,StrikeSwinging,17.23590088,-9.653280258,2388.409912,96.12789917,-1.302899957,5.879670143,5.789999962,0.654937029,-4.764279842,0.154771999,2.585299969
1389,2,1,1,0,0,0,0,0,0,596133,R,FB,,StrikeCalled,18.15299988,-8.110679626,2380.409912,94.20359802,-1.359670043,5.952030182,5.659999847,1.523550034,-4.183899879,0.776257992,3.241009951
989,2,1,2,0,0,1,0,0,0,596133,R,FB,,BallCalled,16.67350006,-10.6303997,2353.409912,93.41619873,-1.453340054,5.866519928,5.75,-0.635600984,-5.421919823,-1.112450004,2.166379929
145,2,1,3,0,1,1,0,0,0,596133,R,FB,,StrikeSwinging,16.68880081,-9.071920395,2386.409912,94.05639648,-1.378100038,5.920810223,5.75,0.204588994,-5.323309898,-0.390558988,2.272459984
146,2,1,4,0,1,2,0,0,0,596133,R,CH,,BallCalled,8.718919754,-16.62039948,1681.410034,87.60600281,-1.500519991,5.880750179,5.670000076,-2.083039999,-6.358109951,-1.983309984,2.404570103
407,2,1,5,0,2,2,0,0,0,596133,R,FB,strikeout,FoulBall,16.02029991,-10.4357996,2273.409912,94.14510345,-1.428619981,5.892700195,5.760000229,0.382295012,-3.869940042,-0.155322,3.667550087
922,2,2,1,1,0,0,0,0,0,596133,R,FB,,BallCalled,17.52050018,-8.284749985,2456.409912,94.50569916,-1.565260053,5.885029793,5.699999809,0.093353398,-3.856169939,-0.750060022,3.521559954
990,2,2,2,1,1,0,0,0,0,596133,R,CB,field_out,InPlay,-7.13120985,2.852180004,2113.409912,81.57689667,-1.407709956,5.946519852,5.5,1.654489994,-8.792750359,-0.111348003,2.025660038
1562,2,3,1,2,0,0,0,0,0,596133,R,FB,,FoulBall,17.62529945,-9.537639618,2452.409912,95.00019836,-1.490949988,5.835330009,5.730000019,0.397913992,-4.960519791,-0.279296994,2.410320044
1763,2,3,2,2,0,1,0,0,0,596133,R,CH,,FoulBall,12.0539999,-14.0916996,1724.410034,86.04640198,-1.484459996,5.912250042,5.710000038,0.242054,-6.240039825,-0.0196214,2.364239931
396,2,3,3,2,0,2,0,0,0,596133,R,FB,,BallCalled,16.92070007,-6.395870209,2436.409912,95.11139679,-1.357329965,5.895309925,5.679999828,1.835520029,-4.249440193,0.919344008,3.184689999
147,2,3,4,2,1,2,0,0,0,596133,R,CF,,FoulBall,5.807370186,5.141119957,2211.409912,86.42120361,-1.480690002,5.893119812,5.699999809,2.458940029,-6.996409893,0.363642007,2.107579947
1764,2,3,5,2,1,2,0,0,0,596133,R,FB,strikeout,StrikeSwinging,16.23509979,-7.889100075,2352.409912,94.33209991,-1.446889997,5.883810043,5.739999771,0.756017029,-3.761569977,-0.049238902,3.727590084
730,3,1,1,0,0,0,0,0,0,596133,R,CH,,StrikeSwinging,7.515200138,-18.31679916,1718.410034,85.5401001,-1.511309981,5.908710003,5.650000095,-0.315842003,-7.320980072,-0.20318,1.741979957
397,3,1,2,0,0,1,0,0,0,596133,R,CB,field_out,InPlay,-10.67169952,0.080406003,2218.409912,81.44989777,-1.373649955,5.954599857,5.53000021,1.15407002,-9.177829742,-0.303247988,1.941759944
2511,3,2,1,1,0,0,0,0,0,596133,R,FB,,BallCalled,16.92410088,-9.507659912,2369.409912,93.97350311,-1.592210054,5.820769787,5.71999979,-0.00664337,-6.47382021,-0.764222026,1.065690041
1713,3,2,2,1,1,0,0,0,0,596133,R,CH,,BallCalled,7.024240017,-12.71759987,1593.410034,86.38809967,-1.483369946,5.864890099,5.670000076,0.143342003,-8.512889862,-0.238171995,0.531548977
409,3,2,3,1,2,0,0,0,0,596133,R,SI,,BallCalled,15.11779976,-14.74380016,2376.409912,93.74079895,-1.599290013,5.851940155,5.760000229,-0.744942009,-4.748829842,-0.994207978,2.926009893
410,3,2,4,1,3,0,0,0,0,596133,R,SI,walk,BallCalled,12.81820011,-15.01900005,2252.409912,93.50160217,-1.580029964,5.816120148,5.769999981,-0.757548988,-6.116789818,-0.962724984,1.820680022
1714,3,3,1,1,0,0,1,0,0,596133,R,CH,,BallCalled,7.253109932,-12.40439987,1606.410034,85.55809784,-1.59442997,5.850460052,5.869999886,0.749925017,-7.819680214,0.192127004,1.261369944
1635,3,3,2,1,1,0,1,0,0,596133,R,FB,,BallCalled,15.15970039,-6.643209934,2330.409912,94.07160187,-1.524600029,5.921589851,5.809999943,1.747789979,-4.199379921,0.68670398,3.461819887
1765,3,3,3,1,2,0,1,0,0,596133,R,FB,field_out,InPlay,16.39979935,-5.547210217,2406.409912,94.38890076,-1.561059952,5.84197998,5.949999809,1.140089989,-4.158349991,-0.01296,3.313760042
398,3,4,1,2,0,0,1,0,0,596133,R,CB,,StrikeCalled,-11.3032999,1.106439948,2164.409912,82.23410034,-1.406759977,5.905419827,5.670000076,1.835639954,-8.415249825,0.206290007,2.655469894
923,3,4,2,2,0,1,1,0,0,596133,R,FB,,BallCalled,13.67689991,-5.248270035,2308.409912,94.06420135,-1.406669974,5.845829964,5.849999905,2.387500048,-5.199029922,1.279330015,2.604720116
399,3,4,3,2,1,1,1,0,0,596133,R,CB,field_out,InPlay,-11.09679985,0.324012995,2203.409912,82.30269623,-1.413810015,5.824639797,5.639999866,1.443910003,-8.931659698,-0.096937902,2.061300039
2336,4,1,1,0,0,0,0,0,0,596133,R,FB,,BallCalled,15.7421999,-8.700630188,2388.409912,92.73149872,-1.599050045,5.890870094,5.659999847,-0.0261593,-4.282889843,-0.857614994,3.403249979
1390,4,1,2,0,1,0,0,0,0,596133,R,FB,,StrikeCalled,15.13000011,-9.39700985,2215.409912,93.78869629,-1.49770999,5.798019886,5.849999905,1.041749954,-6.065440178,0.298961997,1.614199996
400,4,1,3,0,1,1,0,0,0,596133,R,FB,,BallCalled,14.76039982,-10.85709953,2333.409912,93.67320251,-1.466750026,5.775129795,5.769999981,1.21645999,-6.270909786,0.624445021,1.447229981
1766,4,1,4,0,2,1,0,0,0,596133,R,FB,,StrikeSwinging,16.97640038,-8.498820305,2371.409912,93.49890137,-1.501150012,5.834579945,5.739999771,0.502856016,-3.882139921,-0.284469008,3.561880112
1717,4,1,5,0,2,2,0,0,0,596133,R,FB,,FoulBall,16.69000053,-9.31567955,2303.409912,93.94550323,-1.466199994,5.818109989,5.760000229,0.465456992,-4.124629974,-0.212320998,3.317739964
991,4,1,6,0,2,2,0,0,0,596133,R,CH,,BallCalled,9.222590446,-17.66320038,1723.410034,87.80979919,-1.577090025,5.727369785,5.829999924,-0.515226007,-7.985459805,-0.50365001,0.650110006
925,4,1,7,0,3,2,0,0,0,596133,R,SI,double,InPlay,15.95259953,-14.72239971,2417.409912,94.24430084,-1.614189982,5.791130066,5.75,-0.434774995,-4.653049946,-0.725579023,2.832900047
411,4,2,1,0,0,0,0,1,0,596133,R,CH,,BallCalled,7.353139877,-14.33790016,1645.410034,87.10780334,-1.485630035,5.72205019,5.809999943,-0.682394981,-7.245250225,-0.868341029,1.507779956
1391,4,2,2,0,1,0,0,1,0,596133,R,FB,,StrikeSwinging,14.77820015,-6.010409832,2412.409912,94.85220337,-1.496189952,5.781340122,5.849999905,0.707836986,-4.943610191,-0.31031099,2.602220058
926,4,2,3,0,1,1,0,1,0,596133,R,CF,,StrikeSwinging,4.924870014,4.951710224,2208.409912,86.99330139,-1.415879965,5.805659771,5.730000019,2.137010098,-6.637800217,0.143468007,2.380140066
1768,4,2,4,0,1,2,0,1,0,596133,R,FB,double,InPlay,14.82549953,-8.958909988,2453.409912,95.27529907,-1.440109968,5.81524992,5.820000172,0.343612999,-5.719200134,-0.33652401,1.862169981
1392,4,3,1,0,0,0,0,1,1,596133,R,FB,,StrikeSwinging,15.95960045,-4.556439877,2361.409912,94.68800354,-1.476719975,5.854360104,5.760000229,0.126415998,-4.249529839,-0.95906502,3.237540007
992,4,3,2,0,0,1,0,1,1,596133,R,FB,,StrikeCalled,14.7208004,-2.046289921,2478.409912,94.23020172,-1.420670033,5.796679974,5.929999828,2.236490011,-5.240429878,0.838217974,2.391370058
148,4,3,3,0,0,2,0,1,1,596133,R,FB,strikeout,StrikeCalled,15.76309967,-9.392089844,2506.409912,94.81960297,-1.435660005,5.799049854,5.829999924,0.976511002,-4.434380054,0.300065011,3.03399992
2516,4,4,1,1,0,0,0,1,1,596133,R,CH,,BallCalled,10.50940037,-16.71419907,1734.410034,87.45269775,-1.506250024,5.774740219,5.900000095,0.111649998,-8.755880356,0.0659265,-0.129183993
731,4,4,2,1,1,0,0,1,1,596133,R,CB,,BallCalled,-9.052129745,-1.450049996,2171.409912,83.80329895,-1.347679973,5.811920166,5.730000019,1.496649981,-10.38090038,0.171255007,0.361817986
1639,4,4,3,1,2,0,0,1,1,596133,R,FB,,BallCalled,17.38529968,-8.675729752,2484.409912,94.21959686,-1.539360046,5.819039822,5.659999847,0.114032,-3.26680994,-0.670148015,4.042459965
453,4,4,4,1,3,0,0,1,1,596133,R,FB,,StrikeCalled,16.48880005,-9.177659988,2434.409912,94.47290039,-1.376659989,5.814260006,5.840000153,1.360239983,-5.3520298,0.69668299,2.133330107
412,4,4,5,1,3,1,0,1,1,596133,R,CH,field_out,InPlay,5.864520073,-12.48530006,1474.410034,85.43830109,-1.498370051,5.694980145,5.889999866,0.116738997,-6.220900059,-0.293945014,2.746439934
928,4,5,1,2,0,0,0,0,1,596133,R,FB,hit_by_pitch,HitByPitch,18.47850037,-8.936019897,2396.409912,93.37989807,-1.471899986,5.846620083,5.809999943,-0.696952999,-3.293329954,-1.339100003,3.95897007
993,4,6,1,2,0,0,1,0,1,596133,R,CB,,StrikeCalled,-8.744480133,2.82446003,2159.409912,83.27130127,-1.443359971,5.838300228,5.599999905,1.756420016,-9.314860344,-0.052751798,1.412870049
149,4,6,2,2,0,1,1,0,1,596133,R,CH,,StrikeSwinging,6.033249855,-18.23419952,1605.410034,87.24559784,-1.479329944,5.80065012,5.769999981,-1.03926003,-7.165019989,-0.833076,1.884310007
175,4,6,3,2,0,2,1,0,1,596133,R,FB,stolen_base_2b,BallCalled,19.5977993,-8.869799614,2417.409912,94.72419739,-1.414659977,5.884300232,5.730000019,0.597202003,-3.404930115,-0.074858896,3.77241993
454,4,6,4,2,1,2,0,1,1,596133,R,CH,,BallCalled,4.132559776,-21.10790062,1586.410034,87.18560028,-1.420469999,5.677629948,5.929999828,-1.577870011,-8.25232029,-1.014039993,0.925992012
994,4,6,5,2,2,2,0,1,1,596133,R,FB,strikeout,StrikeSwinging,20.81060028,-5.231790066,2379.409912,94.83059692,-1.397699952,5.777760029,5.78000021,1.839599967,-4.361139774,0.780148029,2.657350063
413,5,1,1,0,0,0,0,0,0,596133,R,CH,,BallCalled,5.41546011,-16.98060036,1570.410034,84.75569916,-1.712990046,5.894159794,5.659999847,-1.191359997,-5.861730099,-1.33047998,3.40763998
1720,5,1,2,0,1,0,0,0,0,596133,R,FB,field_out,InPlay,17.07769966,-3.711630106,2365.409912,93.04270172,-1.391450047,5.902070045,5.730000019,1.767210007,-4.935339928,0.584432006,2.659470081
176,5,2,1,1,0,0,0,0,0,596133,R,CF,,BallCalled,6.467679977,2.357140064,2069.409912,86.13739777,-1.48980999,6.02737999,5.539999962,2.514869928,-5.594860077,0.655938029,3.564100027
995,5,2,2,1,1,0,0,0,0,596133,R,CH,,BallCalled,6.259059906,-13.11610031,1607.410034,84.14520264,-1.60374999,5.856729984,5.610000134,-1.000429988,-7.241730213,-1.384789944,2.034950018
1640,5,2,3,1,2,0,0,0,0,596133,R,CF,,FoulBall,1.393020034,3.347300053,2168.409912,84.3207016,-1.482380033,5.888750076,5.579999924,1.630570054,-6.54321003,-0.253738999,3.149049997
1393,5,2,4,1,2,1,0,0,0,596133,R,CF,home_run,InPlay,6.139070034,5.425759792,2149.409912,83.74849701,-1.493819952,5.903510094,5.5,2.234970093,-6.474460125,0.124479003,2.785860062
1055,5,3,1,1,0,0,0,0,0,596133,R,FB,,StrikeCalled,17.08919907,-3.730590105,2422.409912,93.63580322,-1.532709956,5.784339905,5.849999905,1.532649994,-5.865190029,0.223198995,1.629050016
1722,5,3,2,1,0,1,0,0,0,596133,R,FB,single,InPlay,17.74979973,-3.116090059,2463.409912,93.68199921,-1.468140006,5.788040161,5.739999771,1.919659972,-5.193500042,0.597859025,2.204950094
